RELIG,CHILDS,AGEKDBRN,EDUC,HAPPY,ATTEND,GOD,INCOME16,FAMGEN,RELIG16,RELITEN,DEGREE,AGE,SEX,RACE,MARITAL,POLVIEWS,HRS1
NONE,0.0,,16.0,2.0,Never,3.0,11.0,1.0,PROTESTANT,No religion,Bachelor's,26.0,2.0,1.0,5.0,1.0,38.0
NONE,4.0,23.0,12.0,2.0,Never,,4.0,2.0,NONE,No religion,High school,31.0,2.0,1.0,5.0,6.0,50.0
NONE,3.0,24.0,16.0,1.0,Less than once a year,3.0,23.0,2.0,NONE,No religion,Bachelor's,36.0,2.0,1.0,1.0,4.0,36.0
CATHOLIC,4.0,19.0,16.0,2.0,About once a month,3.0,23.0,1.0,CATHOLIC,Not very strong,Associate/junior college,69.0,1.0,1.0,1.0,7.0,89.0
NONE,2.0,24.0,16.0,1.0,Never,5.0,23.0,2.0,CATHOLIC,No religion,Bachelor's,39.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,2.0,25.0,11.0,2.0,Never,5.0,20.0,1.0,PROTESTANT,Not very strong,High school,53.0,1.0,1.0,1.0,5.0,46.0
NONE,2.0,24.0,12.0,2.0,Never,6.0,19.0,1.0,CATHOLIC,No religion,High school,55.0,1.0,1.0,4.0,6.0,55.0
CATHOLIC,3.0,18.0,9.0,2.0,Never,4.0,3.0,2.0,CATHOLIC,Not very strong,High school,50.0,2.0,1.0,3.0,4.0,
JEWISH,0.0,,18.0,1.0,Less than once a year,2.0,20.0,1.0,JEWISH,Not very strong,Graduate,31.0,1.0,1.0,1.0,2.0,45.0
CATHOLIC,0.0,,17.0,2.0,Every week,6.0,18.0,1.0,CATHOLIC,Strong,Bachelor's,70.0,2.0,1.0,5.0,4.0,
PROTESTANT,2.0,30.0,14.0,2.0,Nearly every week,6.0,26.0,1.0,PROTESTANT,Strong,Associate/junior college,68.0,2.0,1.0,3.0,2.0,20.0
NONE,2.0,39.0,15.0,1.0,Less than once a year,3.0,26.0,1.0,NONE,No religion,High school,73.0,1.0,1.0,1.0,3.0,20.0
NONE,0.0,,20.0,2.0,Never,2.0,19.0,1.0,CATHOLIC,No religion,Graduate,60.0,2.0,1.0,5.0,2.0,
NONE,0.0,,12.0,2.0,Less than once a year,3.0,18.0,1.0,NONE,No religion,High school,30.0,1.0,1.0,5.0,5.0,40.0
CATHOLIC,2.0,23.0,14.0,2.0,Several times a year,6.0,22.0,1.0,CATHOLIC,Not very strong,High school,60.0,2.0,1.0,1.0,4.0,35.0
NONE,3.0,20.0,12.0,3.0,Never,1.0,18.0,1.0,CATHOLIC,No religion,High school,61.0,1.0,1.0,3.0,3.0,26.0
PROTESTANT,3.0,19.0,11.0,2.0,Never,4.0,9.0,1.0,PROTESTANT,Not very strong,Less than high school,69.0,2.0,1.0,2.0,,25.0
NONE,3.0,22.0,9.0,3.0,Never,5.0,2.0,1.0,NONE,No religion,High school,41.0,1.0,1.0,5.0,,
PROTESTANT,0.0,,14.0,2.0,Never,3.0,9.0,1.0,CATHOLIC,Somewhat strong (vol.),Associate/junior college,64.0,1.0,1.0,5.0,4.0,
CATHOLIC,4.0,18.0,12.0,2.0,Less than once a year,5.0,16.0,1.0,CATHOLIC,Not very strong,High school,63.0,2.0,1.0,2.0,4.0,
NONE,1.0,21.0,11.0,2.0,Never,5.0,3.0,2.0,NONE,No religion,Less than high school,22.0,1.0,2.0,5.0,6.0,40.0
MUSLIM/ISLAM,2.0,18.0,12.0,3.0,Never,6.0,1.0,2.0,MUSLIM/ISLAM,Somewhat strong (vol.),Less than high school,33.0,2.0,1.0,4.0,6.0,
CATHOLIC,0.0,,16.0,2.0,Every week,6.0,21.0,1.0,CATHOLIC,Strong,Bachelor's,56.0,1.0,1.0,5.0,3.0,40.0
NONE,1.0,20.0,15.0,3.0,About once or twice a year,1.0,23.0,2.0,CATHOLIC,No religion,Associate/junior college,30.0,2.0,1.0,1.0,2.0,
PROTESTANT,3.0,19.0,14.0,2.0,About once or twice a year,5.0,14.0,2.0,PROTESTANT,Not very strong,Associate/junior college,89.0,2.0,1.0,2.0,5.0,
PROTESTANT,1.0,37.0,16.0,1.0,Several times a year,5.0,24.0,1.0,PROTESTANT,Not very strong,Bachelor's,61.0,2.0,1.0,3.0,4.0,47.0
PROTESTANT,2.0,34.0,12.0,2.0,About once or twice a year,3.0,19.0,2.0,PROTESTANT,Not very strong,High school,55.0,1.0,1.0,3.0,4.0,40.0
NONE,0.0,,18.0,1.0,Less than once a year,6.0,19.0,1.0,CATHOLIC,No religion,Graduate,67.0,2.0,1.0,5.0,2.0,
NONE,2.0,21.0,12.0,2.0,Several times a year,5.0,20.0,1.0,PROTESTANT,No religion,High school,61.0,2.0,1.0,1.0,4.0,
CATHOLIC,3.0,21.0,12.0,1.0,Several times a year,5.0,9.0,6.0,CATHOLIC,Not very strong,High school,69.0,1.0,1.0,2.0,4.0,
NONE,0.0,,16.0,3.0,Never,3.0,22.0,2.0,PROTESTANT,No religion,Bachelor's,30.0,1.0,2.0,5.0,1.0,41.0
PROTESTANT,3.0,20.0,12.0,2.0,Never,5.0,17.0,1.0,CATHOLIC,Strong,High school,70.0,1.0,1.0,1.0,6.0,
PROTESTANT,3.0,28.0,13.0,2.0,2-3 times a month,4.0,18.0,1.0,CATHOLIC,Not very strong,High school,41.0,1.0,2.0,3.0,1.0,30.0
NONE,3.0,35.0,8.0,2.0,Several times a week,2.0,12.0,1.0,NONE,No religion,Less than high school,67.0,2.0,2.0,5.0,7.0,42.0
PROTESTANT,1.0,25.0,12.0,3.0,Every week,6.0,10.0,1.0,PROTESTANT,Strong,High school,62.0,1.0,1.0,3.0,4.0,
PROTESTANT,3.0,25.0,14.0,2.0,2-3 times a month,6.0,18.0,2.0,MUSLIM/ISLAM,Strong,High school,36.0,2.0,2.0,3.0,4.0,40.0
PROTESTANT,2.0,25.0,14.0,2.0,About once a month,6.0,26.0,2.0,PROTESTANT,Strong,Associate/junior college,51.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,0.0,,16.0,2.0,2-3 times a month,6.0,20.0,1.0,PROTESTANT,Strong,Bachelor's,65.0,2.0,1.0,1.0,5.0,23.0
PROTESTANT,7.0,17.0,12.0,1.0,2-3 times a month,6.0,23.0,6.0,PROTESTANT,Not very strong,High school,63.0,1.0,2.0,3.0,4.0,15.0
PROTESTANT,0.0,,16.0,1.0,About once or twice a year,5.0,23.0,6.0,PROTESTANT,Not very strong,Bachelor's,23.0,1.0,1.0,5.0,4.0,42.0
PROTESTANT,7.0,19.0,12.0,1.0,Every week,5.0,2.0,1.0,PROTESTANT,Not very strong,High school,89.0,2.0,1.0,2.0,3.0,
PROTESTANT,0.0,,16.0,2.0,Every week,6.0,20.0,2.0,PROTESTANT,Not very strong,Associate/junior college,47.0,2.0,1.0,1.0,4.0,
PROTESTANT,3.0,22.0,12.0,2.0,Several times a week,6.0,22.0,1.0,PROTESTANT,Strong,High school,75.0,2.0,1.0,2.0,6.0,
PROTESTANT,0.0,,12.0,1.0,Never,5.0,21.0,1.0,PROTESTANT,Not very strong,High school,24.0,1.0,1.0,1.0,6.0,50.0
NONE,2.0,31.0,13.0,2.0,Never,5.0,25.0,2.0,NONE,No religion,High school,42.0,1.0,1.0,1.0,6.0,53.0
PROTESTANT,1.0,27.0,12.0,1.0,About once or twice a year,6.0,9.0,2.0,PROTESTANT,Strong,High school,29.0,2.0,1.0,5.0,,
PROTESTANT,0.0,,14.0,2.0,2-3 times a month,5.0,14.0,1.0,PROTESTANT,Not very strong,Associate/junior college,26.0,2.0,1.0,5.0,4.0,38.0
PROTESTANT,7.0,18.0,10.0,2.0,Never,6.0,7.0,2.0,PROTESTANT,Strong,Less than high school,89.0,2.0,2.0,2.0,5.0,
PROTESTANT,2.0,24.0,12.0,2.0,Every week,6.0,19.0,1.0,PROTESTANT,Strong,High school,76.0,2.0,1.0,1.0,4.0,
CATHOLIC,2.0,24.0,12.0,2.0,Never,6.0,20.0,2.0,CATHOLIC,Not very strong,High school,36.0,2.0,1.0,1.0,1.0,40.0
PROTESTANT,3.0,18.0,12.0,1.0,Every week,6.0,19.0,1.0,PROTESTANT,Not very strong,High school,77.0,2.0,1.0,1.0,5.0,
NONE,2.0,26.0,12.0,2.0,Never,1.0,22.0,2.0,NONE,No religion,High school,32.0,1.0,1.0,1.0,6.0,64.0
PROTESTANT,2.0,27.0,12.0,2.0,Never,6.0,10.0,1.0,PROTESTANT,Not very strong,High school,72.0,1.0,1.0,3.0,4.0,
NONE,1.0,25.0,17.0,1.0,Never,3.0,16.0,2.0,ORTHODOX-CHRISTIAN,No religion,Bachelor's,39.0,2.0,1.0,1.0,1.0,40.0
PROTESTANT,0.0,,12.0,2.0,Every week,6.0,20.0,1.0,PROTESTANT,Strong,High school,71.0,2.0,1.0,1.0,6.0,
NONE,3.0,20.0,14.0,2.0,Never,5.0,22.0,1.0,PROTESTANT,No religion,Graduate,31.0,1.0,1.0,3.0,7.0,86.0
PROTESTANT,2.0,26.0,18.0,2.0,2-3 times a month,6.0,23.0,1.0,PROTESTANT,Strong,Graduate,69.0,1.0,1.0,1.0,3.0,
PROTESTANT,2.0,21.0,3.0,1.0,Nearly every week,6.0,11.0,2.0,PROTESTANT,Strong,Less than high school,35.0,1.0,3.0,1.0,,40.0
PROTESTANT,2.0,30.0,16.0,2.0,Every week,3.0,21.0,1.0,PROTESTANT,Strong,Graduate,80.0,1.0,1.0,1.0,5.0,
PROTESTANT,3.0,29.0,16.0,1.0,About once or twice a year,5.0,25.0,2.0,PROTESTANT,Not very strong,Bachelor's,49.0,1.0,1.0,3.0,4.0,78.0
PROTESTANT,3.0,27.0,12.0,2.0,Never,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,42.0,1.0,1.0,1.0,4.0,40.0
CATHOLIC,3.0,21.0,3.0,1.0,Several times a year,6.0,11.0,2.0,CATHOLIC,Not very strong,Less than high school,36.0,2.0,3.0,1.0,6.0,
PROTESTANT,1.0,24.0,10.0,2.0,Less than once a year,6.0,20.0,1.0,PROTESTANT,Not very strong,High school,71.0,1.0,1.0,1.0,,
NONE,1.0,24.0,6.0,2.0,Never,6.0,1.0,3.0,NONE,No religion,Less than high school,64.0,1.0,1.0,5.0,6.0,
NONE,1.0,29.0,14.0,2.0,Never,6.0,14.0,1.0,PROTESTANT,No religion,Associate/junior college,57.0,1.0,1.0,3.0,3.0,50.0
NONE,1.0,23.0,12.0,1.0,Never,4.0,,5.0,NONE,No religion,High school,24.0,2.0,1.0,1.0,5.0,
CATHOLIC,1.0,21.0,13.0,1.0,Nearly every week,6.0,20.0,6.0,CATHOLIC,Strong,High school,47.0,2.0,1.0,3.0,3.0,40.0
NONE,0.0,,13.0,2.0,Never,5.0,23.0,2.0,NONE,No religion,High school,23.0,1.0,1.0,5.0,3.0,37.0
NONE,2.0,25.0,14.0,2.0,About once or twice a year,3.0,25.0,5.0,PROTESTANT,No religion,Associate/junior college,46.0,1.0,1.0,3.0,4.0,65.0
CHRISTIAN,2.0,30.0,10.0,1.0,Several times a week,6.0,21.0,2.0,CHRISTIAN,Strong,Less than high school,57.0,1.0,1.0,3.0,1.0,45.0
CATHOLIC,3.0,18.0,18.0,2.0,Several times a year,6.0,18.0,1.0,CATHOLIC,Somewhat strong (vol.),Graduate,50.0,2.0,1.0,1.0,4.0,
PROTESTANT,0.0,,13.0,2.0,Less than once a year,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,34.0,2.0,1.0,5.0,3.0,
PROTESTANT,0.0,,13.0,2.0,Every week,6.0,,2.0,PROTESTANT,Not very strong,High school,20.0,1.0,1.0,5.0,4.0,
PROTESTANT,2.0,23.0,15.0,1.0,Every week,6.0,21.0,1.0,PROTESTANT,Not very strong,High school,49.0,2.0,1.0,1.0,4.0,50.0
NONE,0.0,,15.0,2.0,Less than once a year,2.0,21.0,1.0,CATHOLIC,No religion,High school,30.0,2.0,3.0,5.0,2.0,
PROTESTANT,2.0,25.0,12.0,2.0,Every week,5.0,16.0,2.0,NONE,Not very strong,High school,29.0,1.0,1.0,1.0,4.0,60.0
PROTESTANT,3.0,20.0,12.0,1.0,Never,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,61.0,2.0,1.0,3.0,,42.0
HINDUISM,0.0,,20.0,2.0,Never,2.0,14.0,1.0,HINDUISM,Strong,Graduate,29.0,2.0,3.0,5.0,4.0,
NONE,0.0,,14.0,2.0,Never,1.0,2.0,1.0,NONE,No religion,High school,21.0,1.0,1.0,5.0,1.0,
NONE,0.0,,16.0,2.0,Never,6.0,15.0,1.0,NONE,No religion,High school,24.0,1.0,1.0,5.0,5.0,
PROTESTANT,1.0,24.0,18.0,1.0,Several times a week,6.0,26.0,1.0,PROTESTANT,Strong,Graduate,34.0,2.0,1.0,1.0,2.0,
NONE,0.0,,14.0,2.0,Never,2.0,20.0,3.0,NONE,No religion,High school,25.0,2.0,1.0,5.0,3.0,46.0
CATHOLIC,0.0,,14.0,3.0,About once or twice a year,4.0,2.0,1.0,CATHOLIC,Not very strong,High school,21.0,1.0,1.0,5.0,5.0,
NONE,0.0,,15.0,2.0,About once or twice a year,2.0,,1.0,CATHOLIC,No religion,High school,22.0,1.0,1.0,5.0,5.0,
PROTESTANT,4.0,14.0,12.0,3.0,Never,,,2.0,PROTESTANT,Strong,High school,38.0,1.0,1.0,5.0,1.0,36.0
PROTESTANT,0.0,,12.0,2.0,About once or twice a year,4.0,19.0,1.0,PROTESTANT,Not very strong,High school,70.0,1.0,1.0,1.0,4.0,
PROTESTANT,2.0,22.0,12.0,2.0,Never,6.0,20.0,2.0,PROTESTANT,Strong,High school,33.0,2.0,1.0,1.0,4.0,
CATHOLIC,1.0,17.0,10.0,1.0,Never,5.0,16.0,1.0,PROTESTANT,Not very strong,Less than high school,75.0,2.0,1.0,1.0,4.0,
PROTESTANT,1.0,29.0,12.0,2.0,Never,6.0,13.0,1.0,PROTESTANT,Not very strong,High school,56.0,1.0,1.0,1.0,5.0,
PROTESTANT,3.0,25.0,16.0,2.0,Nearly every week,6.0,16.0,1.0,PROTESTANT,Strong,Bachelor's,68.0,1.0,1.0,1.0,2.0,
NONE,3.0,23.0,12.0,2.0,Never,,10.0,2.0,PROTESTANT,No religion,High school,39.0,2.0,1.0,1.0,4.0,34.0
PROTESTANT,2.0,22.0,14.0,2.0,Nearly every week,6.0,20.0,1.0,PROTESTANT,Strong,High school,54.0,2.0,1.0,1.0,6.0,25.0
NONE,2.0,31.0,12.0,3.0,Never,1.0,25.0,1.0,NONE,No religion,High school,60.0,1.0,1.0,1.0,5.0,60.0
PROTESTANT,1.0,28.0,14.0,2.0,Several times a week,6.0,22.0,1.0,PROTESTANT,Strong,High school,60.0,1.0,1.0,1.0,7.0,43.0
PROTESTANT,2.0,30.0,18.0,2.0,Never,6.0,23.0,2.0,PROTESTANT,Strong,Graduate,36.0,1.0,1.0,1.0,5.0,60.0
PROTESTANT,1.0,26.0,12.0,2.0,Less than once a year,5.0,20.0,2.0,PROTESTANT,Not very strong,High school,31.0,2.0,1.0,1.0,5.0,40.0
PROTESTANT,3.0,17.0,16.0,2.0,2-3 times a month,6.0,21.0,1.0,,Strong,Bachelor's,41.0,2.0,2.0,1.0,4.0,40.0
NAN,1.0,22.0,14.0,2.0,Nearly every week,6.0,18.0,1.0,NONE,,High school,29.0,2.0,1.0,3.0,4.0,53.0
NONE,1.0,26.0,16.0,1.0,Never,3.0,20.0,1.0,CATHOLIC,No religion,Bachelor's,38.0,2.0,1.0,1.0,6.0,3.0
CHRISTIAN,1.0,29.0,15.0,2.0,About once a month,1.0,15.0,1.0,PROTESTANT,Strong,High school,42.0,2.0,1.0,3.0,4.0,40.0
PROTESTANT,2.0,21.0,13.0,2.0,2-3 times a month,6.0,20.0,1.0,PROTESTANT,Strong,High school,69.0,2.0,1.0,3.0,5.0,
PROTESTANT,1.0,28.0,16.0,1.0,Every week,6.0,21.0,1.0,PROTESTANT,Strong,Graduate,29.0,2.0,2.0,1.0,4.0,40.0
CATHOLIC,4.0,19.0,3.0,2.0,Every week,6.0,10.0,1.0,CATHOLIC,Strong,Less than high school,33.0,1.0,3.0,1.0,2.0,
NONE,1.0,26.0,14.0,1.0,Never,2.0,20.0,2.0,CHRISTIAN,No religion,High school,27.0,1.0,1.0,1.0,4.0,45.0
OTHER,7.0,18.0,14.0,3.0,Several times a year,2.0,21.0,1.0,PROTESTANT,Strong,Associate/junior college,42.0,1.0,1.0,1.0,4.0,40.0
PROTESTANT,4.0,25.0,19.0,1.0,Every week,6.0,26.0,2.0,CATHOLIC,Strong,Bachelor's,57.0,1.0,1.0,1.0,6.0,65.0
PROTESTANT,1.0,25.0,18.0,2.0,Several times a year,6.0,19.0,1.0,PROTESTANT,Strong,Bachelor's,41.0,2.0,1.0,3.0,1.0,65.0
PROTESTANT,0.0,,16.0,1.0,About once a month,6.0,13.0,1.0,PROTESTANT,Strong,Bachelor's,70.0,2.0,1.0,3.0,3.0,
NAN,2.0,33.0,8.0,2.0,Never,5.0,11.0,1.0,CATHOLIC,,Less than high school,31.0,1.0,1.0,1.0,6.0,38.0
PROTESTANT,2.0,17.0,14.0,1.0,Several times a week,6.0,20.0,1.0,PROTESTANT,Strong,Associate/junior college,68.0,2.0,1.0,1.0,7.0,
PROTESTANT,1.0,34.0,20.0,2.0,Several times a week,6.0,22.0,2.0,PROTESTANT,Strong,Graduate,38.0,2.0,1.0,1.0,4.0,50.0
PROTESTANT,0.0,,16.0,1.0,Several times a week,6.0,,1.0,PROTESTANT,Strong,High school,57.0,1.0,1.0,5.0,4.0,
PROTESTANT,2.0,18.0,15.0,2.0,About once or twice a year,3.0,19.0,1.0,PROTESTANT,Not very strong,Associate/junior college,38.0,1.0,1.0,1.0,4.0,60.0
PROTESTANT,0.0,,18.0,2.0,2-3 times a month,6.0,22.0,1.0,PROTESTANT,Not very strong,Graduate,30.0,2.0,1.0,5.0,6.0,50.0
PROTESTANT,2.0,22.0,11.0,2.0,Every week,6.0,19.0,1.0,PROTESTANT,Strong,Less than high school,68.0,1.0,1.0,1.0,4.0,32.0
PROTESTANT,2.0,22.0,12.0,2.0,Never,6.0,,1.0,PROTESTANT,Strong,High school,75.0,2.0,1.0,3.0,7.0,
PROTESTANT,2.0,35.0,12.0,2.0,Never,6.0,24.0,1.0,PROTESTANT,Not very strong,High school,82.0,1.0,1.0,1.0,5.0,
PROTESTANT,2.0,20.0,19.0,2.0,About once or twice a year,1.0,19.0,1.0,PROTESTANT,Strong,Associate/junior college,71.0,1.0,1.0,1.0,4.0,
NAN,3.0,22.0,9.0,2.0,Never,6.0,17.0,1.0,PROTESTANT,,High school,44.0,1.0,1.0,1.0,4.0,65.0
PROTESTANT,3.0,21.0,13.0,2.0,Several times a week,6.0,9.0,1.0,PROTESTANT,Strong,High school,82.0,2.0,1.0,2.0,4.0,
NONE,0.0,,16.0,2.0,Never,6.0,18.0,1.0,PROTESTANT,No religion,Bachelor's,40.0,1.0,2.0,5.0,4.0,40.0
PROTESTANT,2.0,18.0,12.0,2.0,Nearly every week,6.0,15.0,1.0,PROTESTANT,Strong,Less than high school,61.0,2.0,2.0,2.0,2.0,25.0
PROTESTANT,1.0,22.0,11.0,1.0,Never,3.0,14.0,1.0,PROTESTANT,Strong,High school,70.0,1.0,1.0,1.0,6.0,
PROTESTANT,2.0,24.0,13.0,1.0,Every week,6.0,20.0,1.0,OTHER,Not very strong,High school,57.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,0.0,,16.0,3.0,Never,5.0,20.0,1.0,CATHOLIC,Not very strong,Bachelor's,37.0,2.0,1.0,5.0,2.0,40.0
PROTESTANT,3.0,26.0,15.0,2.0,Every week,4.0,17.0,1.0,PROTESTANT,Strong,Bachelor's,64.0,1.0,2.0,1.0,1.0,
PROTESTANT,4.0,25.0,18.0,2.0,Several times a week,6.0,21.0,1.0,PROTESTANT,Strong,Graduate,74.0,2.0,2.0,2.0,3.0,
PROTESTANT,3.0,20.0,12.0,2.0,,6.0,10.0,1.0,PROTESTANT,Strong,High school,71.0,2.0,2.0,4.0,4.0,
PROTESTANT,0.0,,14.0,2.0,About once or twice a year,6.0,19.0,2.0,PROTESTANT,Strong,High school,22.0,1.0,1.0,5.0,7.0,
NONE,0.0,,10.0,3.0,Several times a week,3.0,14.0,1.0,PROTESTANT,No religion,Less than high school,26.0,2.0,1.0,5.0,3.0,
PROTESTANT,2.0,25.0,13.0,2.0,Several times a year,6.0,20.0,2.0,PROTESTANT,Strong,High school,52.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,3.0,21.0,12.0,2.0,Every week,6.0,18.0,3.0,PROTESTANT,Strong,High school,84.0,2.0,2.0,2.0,6.0,
NONE,,,10.0,2.0,Never,3.0,18.0,1.0,PROTESTANT,No religion,Less than high school,22.0,1.0,3.0,5.0,4.0,
PROTESTANT,0.0,,13.0,2.0,Never,3.0,13.0,4.0,PROTESTANT,Not very strong,High school,28.0,1.0,2.0,5.0,4.0,48.0
PROTESTANT,2.0,25.0,12.0,2.0,Never,6.0,20.0,1.0,PROTESTANT,Not very strong,High school,60.0,2.0,1.0,3.0,4.0,46.0
PROTESTANT,0.0,,15.0,3.0,About once a month,5.0,9.0,1.0,PROTESTANT,Not very strong,High school,31.0,2.0,2.0,5.0,4.0,25.0
PROTESTANT,5.0,21.0,15.0,3.0,Never,4.0,17.0,1.0,PROTESTANT,Not very strong,High school,45.0,1.0,2.0,3.0,4.0,60.0
PROTESTANT,0.0,,14.0,1.0,2-3 times a month,1.0,20.0,2.0,PROTESTANT,Not very strong,High school,49.0,1.0,2.0,1.0,2.0,40.0
NONE,5.0,21.0,10.0,2.0,Never,6.0,3.0,2.0,PROTESTANT,No religion,Less than high school,32.0,2.0,1.0,5.0,4.0,35.0
NONE,5.0,17.0,11.0,3.0,Never,6.0,8.0,1.0,NONE,No religion,Less than high school,43.0,2.0,2.0,3.0,4.0,24.0
PROTESTANT,3.0,21.0,14.0,2.0,2-3 times a month,6.0,18.0,2.0,PROTESTANT,Strong,High school,45.0,2.0,2.0,3.0,4.0,43.0
CATHOLIC,2.0,24.0,14.0,1.0,Nearly every week,5.0,23.0,1.0,CATHOLIC,Strong,High school,65.0,1.0,1.0,1.0,2.0,
NONE,2.0,18.0,14.0,2.0,Several times a year,5.0,10.0,2.0,PROTESTANT,No religion,High school,32.0,2.0,1.0,5.0,2.0,30.0
NONE,1.0,22.0,11.0,2.0,Never,3.0,18.0,2.0,PROTESTANT,No religion,Less than high school,23.0,2.0,1.0,5.0,2.0,
PROTESTANT,2.0,32.0,18.0,2.0,Every week,6.0,24.0,2.0,PROTESTANT,Not very strong,Graduate,52.0,1.0,1.0,1.0,6.0,50.0
PROTESTANT,2.0,23.0,16.0,2.0,About once a month,4.0,22.0,1.0,PROTESTANT,Not very strong,Bachelor's,58.0,2.0,1.0,1.0,2.0,40.0
CATHOLIC,0.0,,15.0,2.0,About once a month,5.0,,2.0,NONE,Not very strong,High school,21.0,2.0,1.0,5.0,4.0,36.0
PROTESTANT,1.0,26.0,16.0,2.0,Never,3.0,15.0,1.0,PROTESTANT,Not very strong,Bachelor's,77.0,2.0,1.0,2.0,4.0,
PROTESTANT,4.0,22.0,10.0,1.0,Several times a week,6.0,19.0,1.0,PROTESTANT,Strong,Less than high school,86.0,1.0,1.0,1.0,7.0,
CATHOLIC,2.0,24.0,14.0,2.0,2-3 times a month,5.0,,1.0,CATHOLIC,Not very strong,Associate/junior college,52.0,2.0,1.0,3.0,4.0,12.0
PROTESTANT,2.0,30.0,16.0,2.0,About once or twice a year,6.0,17.0,1.0,PROTESTANT,Not very strong,Bachelor's,66.0,1.0,1.0,3.0,4.0,
PROTESTANT,5.0,24.0,14.0,2.0,2-3 times a month,6.0,,4.0,PROTESTANT,Strong,High school,72.0,2.0,1.0,2.0,5.0,
PROTESTANT,1.0,19.0,14.0,2.0,About once or twice a year,6.0,17.0,1.0,PROTESTANT,Strong,High school,47.0,2.0,1.0,3.0,6.0,40.0
PROTESTANT,0.0,,16.0,2.0,Several times a year,6.0,21.0,1.0,PROTESTANT,Strong,Bachelor's,58.0,1.0,1.0,5.0,6.0,48.0
CATHOLIC,0.0,,15.0,2.0,Never,3.0,20.0,1.0,CATHOLIC,Not very strong,Graduate,35.0,2.0,2.0,3.0,2.0,50.0
PROTESTANT,1.0,25.0,14.0,1.0,About once or twice a year,6.0,18.0,1.0,PROTESTANT,Not very strong,Associate/junior college,50.0,2.0,2.0,4.0,4.0,70.0
PROTESTANT,2.0,25.0,17.0,1.0,Several times a week,6.0,,1.0,PROTESTANT,Strong,Graduate,84.0,2.0,1.0,2.0,7.0,
PROTESTANT,0.0,,15.0,3.0,Less than once a year,5.0,16.0,1.0,PROTESTANT,Strong,High school,22.0,1.0,2.0,5.0,3.0,
PROTESTANT,3.0,19.0,17.0,1.0,Every week,6.0,16.0,2.0,PROTESTANT,Strong,Bachelor's,29.0,2.0,2.0,5.0,3.0,40.0
PROTESTANT,1.0,21.0,12.0,1.0,About once or twice a year,6.0,13.0,2.0,PROTESTANT,Not very strong,High school,26.0,1.0,2.0,4.0,7.0,35.0
NONE,0.0,,16.0,1.0,Less than once a year,4.0,,1.0,NONE,No religion,Bachelor's,24.0,2.0,1.0,1.0,3.0,50.0
PROTESTANT,2.0,,12.0,2.0,2-3 times a month,6.0,13.0,1.0,PROTESTANT,Strong,High school,,2.0,1.0,1.0,4.0,16.0
OTHER,0.0,,14.0,1.0,Less than once a year,6.0,12.0,1.0,PROTESTANT,Not very strong,Associate/junior college,38.0,1.0,1.0,1.0,4.0,
PROTESTANT,0.0,,16.0,2.0,2-3 times a month,6.0,18.0,1.0,PROTESTANT,Somewhat strong (vol.),Bachelor's,31.0,1.0,1.0,5.0,3.0,40.0
NONE,1.0,17.0,16.0,2.0,Never,3.0,16.0,1.0,PROTESTANT,No religion,Bachelor's,31.0,2.0,1.0,5.0,1.0,
NONE,0.0,,16.0,3.0,Never,6.0,13.0,1.0,NONE,No religion,Bachelor's,30.0,2.0,2.0,5.0,2.0,
PROTESTANT,2.0,29.0,18.0,2.0,About once or twice a year,3.0,26.0,1.0,PROTESTANT,Not very strong,Graduate,46.0,1.0,1.0,1.0,1.0,60.0
PROTESTANT,2.0,23.0,16.0,3.0,Nearly every week,6.0,9.0,1.0,PROTESTANT,Somewhat strong (vol.),Bachelor's,49.0,1.0,2.0,5.0,4.0,89.0
NONE,0.0,,10.0,2.0,Never,3.0,16.0,2.0,NONE,No religion,High school,29.0,1.0,1.0,1.0,4.0,40.0
OTHER,2.0,18.0,10.0,2.0,Never,5.0,10.0,1.0,CATHOLIC,Strong,High school,45.0,2.0,1.0,3.0,2.0,
PROTESTANT,7.0,13.0,12.0,3.0,Every week,6.0,13.0,1.0,PROTESTANT,Strong,High school,67.0,1.0,2.0,3.0,5.0,
PROTESTANT,1.0,29.0,12.0,1.0,Several times a week,6.0,22.0,5.0,PROTESTANT,Somewhat strong (vol.),High school,34.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,2.0,30.0,12.0,2.0,Every week,6.0,20.0,1.0,PROTESTANT,Strong,High school,82.0,1.0,2.0,2.0,4.0,
PROTESTANT,2.0,,13.0,1.0,Every week,6.0,20.0,1.0,CATHOLIC,Strong,High school,44.0,1.0,3.0,1.0,4.0,40.0
PROTESTANT,3.0,29.0,18.0,2.0,2-3 times a month,5.0,20.0,1.0,NONE,Not very strong,Graduate,48.0,2.0,1.0,1.0,4.0,
PROTESTANT,2.0,16.0,8.0,3.0,About once or twice a year,6.0,9.0,5.0,PROTESTANT,Strong,Less than high school,24.0,2.0,1.0,5.0,6.0,
